@relation Train
@attribute word_tokenize string
@attribute subtask_c {IND,OTH,GRP}
@data
'year that correct sociopath stuck & # united_st # win',IND
'start kneel match talk oppress get deep america liber nut throw',GRP
'thought wors thought shoot liber street',GRP
'well keep',IND
'fuck bitch need class cant someon like tweet dont matter # place decid life throw wasnt issu done issu',IND
'forgot sarcasm peopl ignor enough think seriou',GRP
'special togeth vote crime ( ) remain secret declar child abus document remain secret nation secur noth nation secur',GRP
'couldnt hear shit liter spoke hand sign',IND
'compani compani suck dont know beat suck',OTH
'well that go send fake main stream media left liber power behind power world chang moment human histori # qanon everyth weve told expect # wwg1wga # maga # mbga',GRP
'fuck umpir player abus',GRP
'link liber last thing need canada good thing militari traitor govern',IND
'lower dumbest peopl countri anyon vote idiot',IND
'check secret servic irrespons tri gener kill presid',IND
'eric holder guilti kill border offic',IND
'busi hair realiz tweet stupid kind',IND
'liar probabl soro',IND
'done look nazi bigot stay true peopl chang mind left know arent bigot follow reason post stuff time feel feed left',IND
'establish pile_of_poo conserv much better memori liber dont eye full hypocrisi blind',GRP
'blatant threat # antifa base smell violenc # wakeupamerica',IND
'anoth crazi liber',GRP
'longer remain silent issu # look clapping_hand',IND
'liber want',GRP
'absolut correct question better direct liber congress one make busi money & amp power',GRP
'final holi shit final read',IND
'appoint peopl guess interview everi person poll presid trump like liber speak everybodi',GRP
'favorit part left lean peopl believ accus face valu come sexual come keith ellison who thank ad conserv christian',IND
'liber use sexual assault claim polit tool sink',GRP
'conserv lose court rule bitch activist judg agenda judg anyon lose court rule accept lost court rule conserv babi',GRP
'accord maga believ kavanaugh couldnt attempt rape ford lawyer made donat idiot',GRP
'know trash worri blame shit death she respons instead',GRP
'fake',IND
'maga spend & amp stop whine',IND
'research racist histori control',IND
'figur wrong idiot thank',GRP
'anoth judg first blame tool want make danger guess know control honor',IND
'proof ford shut credibl',IND
'# liber destroy # california attempt rest countri # radic dont belong area govern grown belong',IND
'fuck liar happi play ask',IND
'liber full s # $ love give becom devil minion prayer vote socialist agenda',GRP
'disgust',IND
'hahaha lose money still dumb know',IND
'# liber still',IND
'start even wors conserv',IND
'anoth liber use democrat attempt kavanaugh confirm dont believ word liber friend enemi state leav america better without peopl liber',IND
'fake queen',IND
'religi conserv need stop tri shame women express disgrac',IND
'heard street gave second shit',IND
'arent speak injustic still occur record theresa destroy home deport prime #',IND
'dont knew email approv releas knew releas stand call senat call fake news call',OTH
'sure didnt anyth reput anoth depart',IND
'nail',IND
'trump win 2020 growth continu crazi liber still thank obama year argument lost left fact',IND
'anoth insan amount next real famou black presid former first black ladi freedom speech',IND
'help # brexit social suicid',GRP
'one attack anyon liber',GRP
'wast time repli twitter ( troll ) peopl make amount seem someon propaganda like # maga screw trump',IND
'spoil goe she',IND
'repuls ',IND
'desper tri deflect & amp want trump doesnt care trump',IND
'cri tear first time daddi call took room',IND
'suck honestli least mute full weirdo treat',GRP
'control law wast time & amp energi better spent hold worthless politician account refus enforc current law creat law never enforc',GRP
'never asshol cant sure never actual someon who involv punch peopl yeah seem',IND
'your piec shit say success help puerto rico hurrican peopl die think that success realli soul your fuck horribl human dont even think your human fuck',IND
'pathet',IND
'control seem miss brain',GRP
'your irrespons & amp believ smart enough understand evil press investig thing know your wrong that evil',IND
'liber kinda worst',IND
'liber preach control stupid gun',OTH
'violent liber antifa parti heart woman knock there around hood beat stranger & amp town violent corrupt parti',GRP
'your proper countri girl put',IND
'moor elect liber never learn unlik trump',IND
'coward aint readi # maga united_st',GRP
'didnt refer dont support respons easi race bring emot tri unfortun will black peopl make',IND
'nigga anyth',GRP
'damn shame delusion got ta worst even',GRP
'deep corrupt puerto rican govern caus billion sent & amp dont & amp secur power system like puerto rican govern fault',IND
'liar anyth trump say mueller three dishonest liber collud & amp mueller elect believ truth realli believ trump american peopl stupid enough fall stupid',IND
'shit left littl your still drop paper heart',IND
'uncultur ',IND
'she shit despit voic refuge crisi said come & amp lefti lunat #',IND
'keep say fast furiou holder plan control hand weapon crimin cartel sound great justic depart work anyon includ crimin fill agenda instead peopl',IND
'funni shit',IND
'go well along liber friend felt need trash peopl arent stupid suppos # # maga & amp #',IND
'soro need investig kick nation & amp name keep come antiamerican group antifa pay folk crazi trump event know hate constitut right',GRP
'prove alway sabotag person actual gave chanc record convers white hous someon look sell later she snake',IND
'sure democrat polit play',OTH
'censor # qanon realli commun antifa merch allow constitut mean noth well done time merch # wwg1wga',GRP
'( ) conserv spread fake hurrican',IND
'mask hurt disappoint polit dirti busi move make differ hillari lost mani peopl last elect involv',IND
'# usa feel pain even profit caus # liber got ta wealth serv ident polit destroy # yall never catch bill million dead # kid ( )',GRP
'think choic stay hook shit',OTH
'antifa fascist socialist respond',OTH
'speak crazi ladi support antifa still call fascist liter ask friend who constitut',IND
'hilari good',IND
'crap run countri idiot cant suppli countri altern opposit long run labour parti',IND
'death threat antifa turn maxin water',OTH
'abus power crap gang pull contribut fast furiou bring control strict amend dont worri justic come band',GRP
'sound',IND
'american sheepl prove right # whatev want youll youll never give # qanon # maga # wwg1wga #',OTH
'realli maga vote trump 2020',IND
'fair fair democrat process republ delay vote shame # drainthedeepst # # maga',GRP
'disgust anti canada traitor',IND
'mani video antifa attack disabl peopl want disabl attack three antifa disabl vet )',GRP
'funni obama start talk control shoot start happen',OTH
'lock immedi flame fight game shit talk team team still fight help',IND
'act good view',IND
'holder respons sell gun mexican cartel anoth obama administr',OTH
'cant explain that good your talk shit',IND
'reaction conserv male fear male interest year come forward sexual assault cant person accus go judg & amp stay forev',GRP
'problem trump play dem repub neither trump authoritarian trump lean goal hate part america whole life brought',IND
'nasti liber prime exampl sheepl brain',IND
'vile woman',IND
'wouldnt trust schumer liar presid doesnt trust either',IND
'still shit kind woman support liar racist pussi kind woman',IND
'readi trump administr isnt go shit well white counti your good counti hide kid hide',IND
'need femal pack weapon protect kind girl need much protect wrong place',IND
'hope your right last part learn stupid conserv',GRP
'theyr still build hide yeah pop play',IND
'prove control law doesnt stop anyon will break easili shot student sever enforc exist law crimin mind ignor law real problem democrat know',OTH
'school read warn label',OTH
'colleg educ professor bullet “ ”',IND
'sport absolut',IND
'first thing black call use race card show racist mayb latino woman next',IND
'sorri damn',IND
'race noth either fake maga ignor either block',IND
'lmaooo',IND
'still crowd queen park protest conserv middl night power grab shame conserv kind parti creat elect rather work citizen creat healthi economi #',GRP
'purpos save save parti member stick save ) sure motiv ( ) she still pretti',GRP
'burn rememb first didnt burn outsid dont hous wait find levi push control nazi march',GRP
'way presid trump lose 2020 control immigr bill wall',IND
'liber standard liber come state rolling_on_the_floor_laugh rolling_on_the_floor_laugh',IND
'whoever deserv',IND
'dont care ( ) field kneel',IND
'dem play game must antifa dont think',GRP
'thought dream team sonja realli mean disgust team sonja leav sonja alon jealou sonja kind sweet much drunk',GRP
