@relation Train
@attribute word_tokenize string
@attribute subtask_a {NOT,OFF}
@data
'love woman tell truth everi conserv point peopl realli stupid',OFF
'read control doesnt work politician work sound right',NOT
'polici republican control',NOT
'control work real well chicago right',NOT
'stop mass shoot control look mental health issu first say',NOT
'sensibl control polici',NOT
'push control unamused_fac',OFF
'high school',NOT
'cover even',NOT
'amaz see activist',NOT
'eric holder shouldv gitmo what updat gitmo still breath freedom',NOT
'say disagre right stuff read late disgust group antifa ban label terrorist organis violenc fear tactic',NOT
'love fabul purple_heart purple_heart purple_heart purple_heart purple_heart purple_heart purple_heart purple_heart purple_heart purple_heart purple_heart sparkling_heart',NOT
'got ta wait till march come man_facepalming_mediumdark_skin_ton',NOT
'busi point finger forgot what import',NOT
'asshol though',OFF
'',NOT
'democrat alway race divid american conserv done color democrat color discuss',OFF
'still lost',NOT
'love point antifa shit bag fact thug claim',NOT
'mayb sleep night wake earli open',NOT
'gone intend probabl nice',NOT
'# never come back',NOT
'moment antifa knew fuck',NOT
'control beto senat',NOT
'societi',OFF
'head # liber support stupid think racist open border crime bubbl minut look great countri # maga',OFF
'took polygraph prove someth husband think counsel husband want know made stori coverup current lesbian affair',NOT
'want record set elect liber quebec need back',NOT
'first bullet point fool wrong clearli polit manipul 1991 shame pundit excus democrat manipul hold conserv higher standard',NOT
'hugging_fac',NOT
'clearli must blind thank beauti woman outsid kick insid well know mani woman applaud post along',NOT
'leav simpl logic know thing come common sens right dont know win deplor maga bless',NOT
'love want check hope okay',NOT
'liber never handl truth make head collis collis collis collis',OFF
'best news',NOT
'# conserv name',NOT
'might minor factor isnt say # peoplesvot',NOT
'million taxpay fund studi justifi children gender confus liber',NOT
'sorri meme good antifa meet street',NOT
'bill brook deserv cold theyr love person week love next brook understand bill theyv ruin',OFF
'mayb drop angri routin someth funni everyon polit joke dont think capabl',OFF
'bitch brain',OFF
'rememb conserv labour parti allow labour polici',NOT
'glad think know kick alway back know best that aw live child experi thing shitti peopl allow near',OFF
'agre probabl white peopl scream offens wish brother wasnt forc twitter armi remov said offens thing teenag',OFF
'dreg societi make sure never presid',OFF
'activist liar want oath wont kavanaugh get nomin',OFF
'# owe back tax privat paid # maga # kavanaugh # # qanon #',NOT
'good morn follow back let give crazi liber hell',OFF
'everyon argu control alway point australia exampl',NOT
'care need number risk pollut pool mani socialist liber',NOT
'definit certain mean object overal frankli effort franchis make sympath charact even either guess',NOT
'start use',NOT
'berni support tri assassin # republican anoth assassin attempt paul attack home trump cabinet member & amp support countri singl # democrat speak',NOT
'# tori # labour # ge2017 # conserv conserv great news need afford home support famili #',NOT
'pornhub ',OFF
'perhap hous run leader cult use think friend reveal true intent',OFF
'that somewhat conflict talk shit defend mani intellig bright mind held hostag propaganda read document deep know fund',OFF
'believ control law strict crimin still obtain gun regardless restrict make harder abid citizen defend attack',NOT
'that shitti',OFF
'loot money debt',NOT
'#',NOT
'go address alleg keith ellison allegedli like beat girlfriend addit fact support violent antifa scumbag hang antisemit loui farrakhan',NOT
'look forward see antifa',NOT
'crook',OFF
'there risk ( for mani conserv stick parti conserv emerg cater grow',NOT
'kind need nationwid control realli stupid',OFF
'“ hide behind camera ” # antifa punk hide behind',NOT
'there cri polit',NOT
'screw hear dream liber think happen trump get remov',OFF
'fuck',OFF
'wait week corpor final call time hold total return call find process error contact wait contact',NOT
'littl',OFF
'cool',NOT
'speak trump famili becom punch left best done long time left parti antifa jump almost elect hillari hillari flushed_fac',NOT
'cant keep compani public disput',NOT
'comedian',OFF
'say point relat antifa',NOT
'imagin come even shite irrelev level stupid listen pain wast',NOT
'boob forget red_heart',OFF
'term limit wont work better control reason particular congress',NOT
'long vote republican',NOT
'“ let selfish writer come know ”',OFF
'state sponsor kid protest amend youth took place young demand govt strip away liberti name control',OFF
'strongest control countri thinking_fac',NOT
'metoo lynch innoc republicans/conserv continu let kavanaugh fraud fight fire fire time promin male watch stop',OFF
'liber trust havent told singl good thing',NOT
'hillari presid',NOT
'bodi long life children left stranger',NOT
'# hillari said # trump win hang deeper goe learn # clinton freak realiz # trump # conserv # tcot # unmask # # # # deepstat # mueller',NOT
'year street york citi appl hell beyond still subject word still model call person year care afraid know',NOT
'hope beauti bless sunday smiling_face_with_smiling_ey folded_hands_mediumlight_skin_ton purple_heart',NOT
'jump privat plane',NOT
'know someth liber dont want talk said canada risk three time hous common cross come someon background warn serious call fashion',NOT
'yeeeeess ',NOT
'align organ babi profit scream need control violenc children somehow 100 thousand innoc defenseless babi everi line pocket',OFF
'empti head whore',OFF
'great wife reason anim exist crazi liber someth complain',OFF
'conserv kill hundr peopl direct result conserv polici figur toni gordon brown that she steal nation health servic chemic attack',OFF
'notic angri # maga bot lose vote thursday # maga bot chees whine',OFF
'safer bomb year next',NOT
'she drunk she tire took sleep pill silli',OFF
'help',NOT
'sore conserv back side',NOT
'proven control lead lower death youv chosen ignor accus studi without proof proof use state mention go continu ignor ask',OFF
'well john start nuke antiamerican hater well trump gon na liber agenda result awesom united_st',NOT
'crash anoth plane',OFF
'michael moor face',OFF
'year pathet',OFF
'theyr tri call antifa unamused_fac',NOT
'holder prison',OFF
'oppos neutral sit scotu weigh case present determin adher & amp poor # liberalismisamentaldisord # maga',NOT
'isnt express # line polic carri bag your hotel your given $ liber',NOT
'good # boycottnfl',NOT
'even make specif tell control noth stop homicid rate',OFF
'next liber call call guilti',NOT
'polici england test use equival start tori civil',NOT
'doubt request player move like feel team close satisfi team',NOT
'love honey hope okay time care two_heart',NOT
'good game',NOT
'total disgrac name',OFF
'look forward anoth great ralli tonight fabul vega never tire hear speak give energi give back # # maga # kag',NOT
'politician run concept “ citi ” expect su aid',NOT
'look forward right drag tweet york time hire antifa editor',NOT
'shouldnt withdraw name left repeatedli caught fabric stori discredit conserv theyr proven cheater lier liber professor california middle_fing',NOT
'hear catch phrase know better know hate gon na spew',NOT
'peopl # stand behind complain farmer corey booker suddenli discov think divid # maga nation understand must sacrific littl american whove rape # china',NOT
'that youll alway hear vagu word billionair actual name bezo soro fund name billionair wall fund conserv name who corrupt realli',NOT
'went live twice impress realli cool',NOT
'mayb fine peopl dipshit presid talk antifa isnt left theyr fring left anti fascist movement lump left antifa lump right nazi vote',OFF
'conserv unabl think critic that make conserv centuri thing',NOT
'alway knee anyway',NOT
'# # laura great badass',OFF
'histor that usual case',NOT
'maga white peopl',OFF
'dont even know subject side class ( even disagre her ) fool beaming_face_with_smiling_ey',OFF
'click hell talk still dont know conserv christma',OFF
'shown past control board show super cheap',OFF
'evil',OFF
'zone still troubl mean control answer',NOT
'damn cathol',OFF
'think funni your complain peopl neg reaction similar thing onlin servic like reaction',NOT
'mayor',NOT
'that biggest question away amend left believ limit control worri expect keep give hater',OFF
'stand yell get what come everyon',NOT
'realli good thank smiling_fac hope well blue_heart folded_hands_mediumlight_skin_ton bless beauti friend rose',NOT
'wise move thing democrat creat anger regard conserv',NOT
'she tragic idiot intern misogyni think moment grip tyranni',OFF
'smiling_face_with_heartey',NOT
'love # maga',NOT
'lmao long year kept mouth shut nose grind wheel didnt riot grow',NOT
'absolut conserv anoth strong ladi lead countri 2019',NOT
'lmaooo watch video differ method whole time hair woman_facepalming_medium_skin_ton',NOT
'fort trump poland sound great anoth last remind much rest world hate # maga # wwg1wga # redwave2018 # draintheswamp # forttrump',OFF
'brought differ time space coach blue said shed travel next ‘ random',NOT
'close tie & amp fund peopl live & amp sensibl control attempt defend plan parenthood time roll back intellig educ & amp replac teach fuck stupid',OFF
'',NOT
'best',NOT
'conserv show support nafta talk give power countri publicli critic ongo talk polit gain',NOT
'greatest thrown judgment',NOT
'goodel fire year look owner ship right well',NOT
