@relation Train
@attribute word_tokenize string
@attribute subtask_b {UNT,TIN}
@data
'agre control want peopl control without gun know knew',TIN
'hope fuck',TIN
'fuckbucket ',TIN
'pure move block nomin liber said earli vote made stori slap face realli sexual harass show liber realli dont care true victim power first',TIN
'didnt stop take shit glad chang still around absolut suck pass amaz artist',TIN
'',TIN
'right mind wouldnt conserv',TIN
'damn felt shit loud',TIN
'hard hear ar15 ar15 evil control doesnt violenc arm citizen less like becom victim mass shoot prevent ban',TIN
'anoth terrorist brought',TIN
'that hilari # legal forget problem # rolling_on_the_floor_laugh # thursdaythought # # resist # resist # maga # militari # veteran # tcot #',TIN
'open border bring america dem vote life # kag # maga',TIN
'anoth illeg',TIN
'becom parti “ the fall ” go die ” bunch',TIN
'qanon real though silli liber trick kid',TIN
'your blind realiz',TIN
'rememb daughter marri defend cost coward disgrac thank world hurt',TIN
'yeah start somehow turn murder',UNT
'love women believ women woman year adult reaction mean hypocrisi',TIN
'know mani home cop tri buddi murder',TIN
'charg good charg foreign fucker come',TIN
'right issu democrat lie american peopl long late seem go crazi head',TIN
'liber think gun problem',TIN
'full shit violent crime & amp decad crime problem state & amp local problem & amp call common sens control pass feder level clueless problem',UNT
'miss william great actor think miss william order said rule appli even miss william turn women dont bone miss william order that wall',TIN
'racist less popul togeth trump great caus white skin dont need hate',UNT
'actual liber water antifa promot violenc',TIN
'read dear burn aliv still talk control peopl',TIN
'major world countri & amp & crimin violenc & includ kill & replac',UNT
'crazi thing liber blame trump # tcot # maga # rednationris',TIN
'antifa know money serious stupid thing',TIN
'suggest job dont want might even offic might argu',TIN
'post illeg border soon start racist racist instead stand believ conserv shouldnt pick',TIN
'dont forget terrorist obama around listen',TIN
'said wasnt attack',TIN
'imagin marri crazi # good',TIN
'liber 2019 head poor leader even',TIN
'term parasit ad list fuck term includ term',TIN
'choos politician countri speak',UNT
'right creat monster thin legisl even creat fight',TIN
'# teach guid # public school celebr islam communist terrorist # abort promot # & amp & gt #',TIN
'cancel dont fuck dare better issu plan',UNT
'look hard head look republican congress',TIN
'realli sicken issu liber viciou',TIN
'call caus bone nigga face_blowing_a_kiss',TIN
'kavanaugh need stop lie believ woman account credibl go abl',TIN
'noth attent whore start talk real issu racial injustic sensibl control prison reform issu import',TIN
'russia',TIN
'& chosen leader fuck christian conserv & gt claim lie defend “ god chosen leader ”',TIN
'hilari clinton cant stand woman anyth stand believ even danger liber',TIN
'bitch',TIN
'yeah bitch back beat sorri ass suck blew lead lmaoooo',TIN
'what state ( and countri ) republican refus govern conserv campaign ( who doesnt ) kind need sick loser keep give',TIN
'pick fuck',TIN
'trump interest care safeti countri doesnt care control shoot countri doesnt care selfish person everyth',TIN
'liber think world live',TIN
'dont think mean troubl dont wish anyon isnt',UNT
'believ women even cant even offer specif detail women liar know liber hypocrit stay consist least event',TIN
'that look charg bullshit almost everyon',TIN
'watch kept look face_with_tears_of_joy train good allow shit play time face_with_tears_of_joy face_with_tears_of_joy',TIN
'liber stupid shit trump order elimin isi ( obama didnt ) peopl think peopl murder ( save ) kill isi',TIN
'vote togeth crazi',TIN
'fals constitut right honest american noth violent crime control violenc citizen',TIN
'lost need jesu christ latin_cross',TIN
'nigga go next week',TIN
'nomin suprem court judg conserv nerv',TIN
'bastard',TIN
'come pain # magaunited_st united_st united_st united_st united_st # wwg1wga',TIN
'aw',TIN
'unless good accus rapist sit highest land sure femal love hear explain away',TIN
'democrat liber shit',TIN
'# liber sort award show still care',TIN
'least brain fall first place unlik conserv believ everyth feed',TIN
'arent conserv left california perhap threat call antifa jack lucki',TIN
'conserv vote stupid',TIN
'secur paid protect trash crazi peopl',TIN
'go jail',TIN
'replac chri collin anyon # tcot # maga # rednationris',TIN
'realli care wack skull',UNT
'# maga dollar work',UNT
'fact call respect told prefer damn near prove',TIN
'state chicago protect mani strict control law',TIN
'she think import femal societi real women',TIN
'first practic deceiv give serena look silli',TIN
'messag go antifa member kill open carri nut feel someon tri kill take defend probabl face jail someon activ steal',TIN
'make conserv sick cant make poll place',TIN
'find offens know black peopl feel black african born america want build stuff conserv censorship dont rule build hous',TIN
'left doesnt care victim women minor polit gain stori differ democrat # libtard # walkaway # maga',TIN
'conserv keep get expos child fucker that theyr abort victim',TIN
'liber full hate #',TIN
'explain said wasnt true know process mean know anyon goe court crime affect live process ridicul',UNT
'document women sign didnt know anyth accus sound cover plan disgrac offic hold',TIN
'wear woman say polic record tire liber think ruin someon life dont trump',TIN
'good luck dont follow along fascist # resist movement appl googl know happen rhetor dont need hate spew # antifa wrong',TIN
'support fight justic hold respons account hypocrisi beyond moral standard outrag hide behind control leftist propaganda begin shame',TIN
'pile_of_poo',TIN
'sorri ignor tweet someth without research one arrest peopl care enough happen voic heard',TIN
'bia made # maga racist watch',TIN
'gutierrez peopl die puerto rico gutierrez racist hispan',TIN
'bitch stfu',TIN
'amend half roll sorri away',TIN
'sleazi greasi ',TIN
'pleas john away incap report',TIN
'bitch lmao',TIN
'crazi freak liber',TIN
'fuck seriou italian talk father born ridicul your idiot think left antifa stand dictat right wing',TIN
'iron thing dem think monster turn first # maga # wwg1wga antifa terrorist backhand_index_pointing_down backhand_index_pointing_down backhand_index_pointing_down backhand_index_pointing_down backhand_index_pointing_down backhand_index_pointing_down backhand_index_pointing_down backhand_index_pointing_down backhand_index_pointing_down backhand_index_pointing_down backhand_index_pointing_down backhand_index_pointing_down',TIN
'liar alway liar peopl puerto rico live govt offici suppli sent miss report death hurrican stop lie',TIN
'reflect meant inde fuck',TIN
'hour said call girl',UNT
'shit phone bono never',TIN
'dreg grinning_fac grinning_fac grinning_fac united_st united_st united_st # maga & gt & gt & gt & gt & gt & lt & lt & lt & lt & lt & lt pervert suprem societi',TIN
'happen play sister “ serena beat head tenni ” tell sister exist ”',TIN
'look liber destroy man life',TIN
'shock consid countri want smart control wild wild',TIN
'she fuck icon legend bitch queen crown crown crown crown #',TIN
'aw',TIN
'actual seem specif appear say oppos control cover child molest cathol church',TIN
'consid sourc suprem kiss',TIN
'everyon washington includ john corrupt elit run light',TIN
'schumer high school cheerlead well someon said must true resign # # thursdaythought # # # maga # resist investig',TIN
'follow order littl troll',TIN
'arrog creep believ god gift polit',TIN
'democrat control mass shoot data determin democrat liar',TIN
'think # altright go burn jean next',TIN
'fuck daddi',TIN
'# go # maga # # # # walkaway # make',TIN
'shit',TIN
'yeah need better mental health ( not that replac stronger control )',TIN
'cancel school stupid idea left idea free colleg bigot idea wonder conserv call elitist go school book smart crazi',TIN
'rather buri aliv',UNT
'real american watch crap',TIN
'open case john kerri obama & amp billion bless trump # maga # kag # ( full link',TIN
'# qanon liber monkey throw shit everyth',TIN
'forgot bullshit suck drink koolaid',TIN
'peopl gun control',TIN
'authoritarian right conserv authoritarian fascism right wing centrist polit profit taxpay risk deal',TIN
'think go probabl back pocket good luck get anyth done control serious need countri need background check least',TIN
'that black refer group differ white peopl call conserv term think stuff antifa word quit search',TIN
'phoni opportunist look million make gullibl peopl let donat million help well peopl money money',TIN
'conserv keep doubl terribl peopl',TIN
'thing easili trigger well ugli',TIN
'ford part antifa gang',TIN
'trash',TIN
'& antifa soldier',TIN
'clown',TIN
'killer red_heart',TIN
'bitch togeth',TIN
'least coward what platform list # time conserv right thing',TIN
'antifa anti fascism damn wouldnt want america mayb nazi',TIN
'disgrac danger dont remov',TIN
'suck',TIN
'gitmo holder issu along obama clown',TIN
'know your racist monkey sure know piec trash never hear piec shit speak truth racist lie bitch racist cop kill black brown peopl that fact clown',TIN
'start explain think stupid rather write question look attent',TIN
'cant fuck believ',UNT
'perfect exampl american lie liber disgust',TIN
'come liter public figur control call',TIN
'fuck dumbass there anyon face_with_tears_of_joy',UNT
'quick blame democrat blame obama blame control blame black ( ) blame democrat',TIN
'correct liber easi figur make america great liber woman',TIN
'move north find oppress authoritarian control want countri ownership work good luck',TIN
'fuck dildo antifa fuck go',TIN
'bill clinton enjoy rape enjoy kill cool',TIN
'year that correct sociopath stuck & # united_st # win',TIN
'start kneel match talk oppress get deep america liber nut throw',TIN
